Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Gls/90,Ast,Ast/90,G+A,G+A/90,xG,xG/90,xAG,xAG/90,npxG,npxG/90,G-PK,G-PK/90,Tkl,Tkl/90,TklW,TklW/90,Def 3rd,Mid 3rd,Att 3rd,Blocks,Blocks/90,Int,Int/90,Tkl+Int,Tkl+Int/90,Clr,Clr/90,Err,Err/90,DefAct,DefAct/90,PrgP,PrgP/90,PrgC,PrgC/90,KP,KP/90,Cmp%,Cmp%/90,SCA,SCA/90,Ast_stats_passing,Ast_stats_passing/90,xA,xA/90,PPA,PPA/90,GA,GA/90,Saves,Saves/90,Save%,Save%/90,CS,CS/90,CS%,CS%/90,PKA,PKA/90,PKsv,PKsv/90,Touches,Touches/90,Carries,Carries/90,PrgR,PrgR/90,Mis,Mis/90,Dis,Dis/90,CrdY,CrdY/90,CrdR,CrdR/90,PKwon,PKwon/90,PKcon,PKcon/90,Recov,Recov/90
701,Rémy Descamps,FRA,GK,Lyon,Ligue 1,28,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,0,0,0,0,0,0,0,2,2,4,4,66.7,66.7,0,0,0,0,0,0,0,0,34,34,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,Arthur Desmas,FRA,GK,Le Havre,Ligue 1,30,18,18,1620,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.5,1,0.05555555556,-1,-0.05555555556,0,0,0,0,1,0.05555555556,78.7,4.372222222,3,0.1666666667,0,0,0,0,0,0,38,2.111111111,54,3,61.3,3.405555556,3,0.1666666667,16.7,0.9277777778,2,0.1111111111,1,0.05555555556,561,31.16666667,296,16.44444444,0,0,2,0.1111111111,0,0,2,0.1111111111,0,0,0,0,1,0.05555555556,12,0.6666666667
703,Justin Devenny,NIR,MF,Crystal Palace,Premier League,20,23,4,507,5.6,1,0.1775147929,1,0.1775147929,2,0.3550295858,0.8,0.1420118343,0.6,0.1065088757,0.8,0.1420118343,1,0.1775147929,17,3.017751479,12,2.130177515,7,9,1,6,1.065088757,0,0,17,3.017751479,11,1.952662722,0,0,23,4.082840237,21,3.727810651,5,0.8875739645,7,1.24260355,72.2,12.81656805,15,2.662721893,1,0.1775147929,0.4,0.07100591716,4,0.7100591716,,0,,0,,0,,0,,0,,0,,0,279,49.52662722,134,23.78698225,13,2.307692308,17,3.017751479,3,0.5325443787,1,0.1775147929,0,0,0,0,0,0,27,4.792899408
704,Kiernan Dewsbury-Hall,ENG,"MF,FW",Chelsea,Premier League,25,13,2,264,2.9,0,0,1,0.3409090909,1,0.3409090909,0.2,0.06818181818,1.1,0.375,0.2,0.06818181818,0,0,8,2.727272727,5,1.704545455,1,1,6,2,0.6818181818,2,0.6818181818,10,3.409090909,9,3.068181818,1,0.3409090909,11,3.75,14,4.772727273,5,1.704545455,3,1.022727273,83.6,28.5,5,1.704545455,1,0.3409090909,0.2,0.06818181818,3,1.022727273,,0,,0,,0,,0,,0,,0,,0,184,62.72727273,95,32.38636364,11,3.75,1,0.3409090909,3,1.022727273,0,0,0,0,0,0,0,0,9,3.068181818
705,Michele Di Gregorio,ITA,GK,Juventus,Serie A,27,33,33,2970,33,0,0,0,0,0,0,0,0,0.5,0.01515151515,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0303030303,1,0.0303030303,14,0.4242424242,0,0,1,0.0303030303,0,0,0,0,1,0.0303030303,76.6,2.321212121,2,0.06060606061,0,0,0,0,0,0,32,0.9696969697,71,2.151515152,73.8,2.236363636,14,0.4242424242,42.4,1.284848485,5,0.1515151515,0,0,1046,31.6969697,672,20.36363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1.090909091
706,Giovanni Di Lorenzo,ITA,DF,Napoli,Serie A,30,37,37,3330,37,3,0.08108108108,2,0.05405405405,5,0.1351351351,2.8,0.07567567568,3.9,0.1054054054,2.8,0.07567567568,3,0.08108108108,66,1.783783784,44,1.189189189,35,25,6,19,0.5135135135,31,0.8378378378,97,2.621621622,85,2.297297297,1,0.02702702703,115,3.108108108,224,6.054054054,50,1.351351351,37,1,83.6,2.259459459,80,2.162162162,2,0.05405405405,3.9,0.1054054054,54,1.459459459,,0,,0,,0,,0,,0,,0,,0,2541,68.67567568,1202,32.48648649,163,4.405405405,28,0.7567567568,14,0.3783783784,6,0.1621621622,0,0,0,0,0,0,94,2.540540541
707,Boulaye Dia,SEN,"MF,FW",Lazio,Serie A,27,35,27,2177,24.2,9,0.3720716582,3,0.1240238861,12,0.4960955443,7.1,0.2935231971,4.2,0.1736334405,7.1,0.2935231971,9,0.3720716582,22,0.9095084979,10,0.4134129536,5,12,5,12,0.4960955443,6,0.2480477722,28,1.15755627,16,0.6614607258,1,0.04134129536,39,1.612310519,51,2.108406063,23,0.9508497933,26,1.074873679,83.6,3.456132292,55,2.273771245,3,0.1240238861,1.5,0.06201194304,7,0.2893890675,,0,,0,,0,,0,,0,,0,,0,802,33.15571888,452,18.6862655,114,4.712907671,33,1.364262747,34,1.405604042,2,0.08268259072,0,0,1,0.04134129536,0,0,55,2.273771245
708,Mouctar Diakhaby,GUI,DF,Valencia,La Liga,27,13,7,653,7.3,2,0.2756508423,0,0,2,0.2756508423,1.5,0.2067381317,0,0,1.5,0.2067381317,2,0.2756508423,8,1.102603369,3,0.4134762634,8,0,0,8,1.102603369,11,1.516079632,19,2.618683002,56,7.718223583,0,0,27,3.721286371,14,1.929555896,5,0.6891271057,1,0.1378254211,83.9,11.56355283,4,0.5513016845,0,0,0.1,0.01378254211,2,0.2756508423,,0,,0,,0,,0,,0,,0,,0,440,60.6431853,222,30.59724349,2,0.2756508423,5,0.6891271057,2,0.2756508423,0,0,0,0,0,0,0,0,23,3.169984686
709,Mamadou Diakhon,FRA,"FW,MF",Reims,Ligue 1,18,28,5,858,9.5,2,0.2097902098,1,0.1048951049,3,0.3146853147,1,0.1048951049,1.1,0.1153846154,1,0.1048951049,2,0.2097902098,12,1.258741259,8,0.8391608392,4,3,5,5,0.5244755245,4,0.4195804196,16,1.678321678,5,0.5244755245,0,0,21,2.202797203,17,1.783216783,61,6.398601399,13,1.363636364,77,8.076923077,37,3.881118881,1,0.1048951049,0.6,0.06293706294,6,0.6293706294,,0,,0,,0,,0,,0,,0,,0,379,39.75524476,288,30.20979021,77,8.076923077,29,3.041958042,13,1.363636364,2,0.2097902098,0,0,1,0.1048951049,0,0,38,3.986013986
710,Bafodé Diakité,FRA,DF,Lille,Ligue 1,23,31,31,2766,30.7,4,0.1301518438,1,0.03253796095,5,0.1626898048,2.3,0.0748373102,0.2,0.006507592191,2.3,0.0748373102,4,0.1301518438,31,1.00867679,18,0.5856832972,17,11,3,30,0.9761388286,27,0.8785249458,58,1.887201735,99,3.221258134,5,0.1626898048,83,2.700650759,90,2.928416486,15,0.4880694143,3,0.09761388286,93.2,3.032537961,19,0.6182212581,1,0.03253796095,0.8,0.02603036876,0,0,,0,,0,,0,,0,,0,,0,,0,2475,80.53145336,1606,52.25596529,3,0.09761388286,13,0.4229934924,6,0.1952277657,8,0.2603036876,1,0.03253796095,0,0,1,0.03253796095,139,4.522776573
711,Oumar Diakité,CIV,FW,Reims,Ligue 1,20,26,20,1628,18.1,4,0.2211302211,1,0.05528255528,5,0.2764127764,5.5,0.3040540541,1.1,0.06081081081,4.7,0.2598280098,4,0.2211302211,20,1.105651106,13,0.7186732187,7,8,5,13,0.7186732187,3,0.1658476658,23,1.271498771,9,0.4975429975,0,0,36,1.99017199,44,2.432432432,24,1.326781327,11,0.6081081081,82.2,4.544226044,39,2.156019656,1,0.05528255528,1.2,0.06633906634,12,0.6633906634,,0,,0,,0,,0,,0,,0,,0,580,32.06388206,319,17.63513514,93,5.141277641,64,3.538083538,38,2.100737101,6,0.3316953317,0,0,0,0,0,0,59,3.261670762
712,Amad Diallo,CIV,"MF,FW",Manchester Utd,Premier League,22,26,20,1901,21.1,8,0.3787480274,6,0.2840610205,14,0.6628090479,4.7,0.2225144661,4.9,0.2319831668,4.7,0.2225144661,8,0.3787480274,38,1.79905313,31,1.467648606,9,20,9,15,0.7101525513,11,0.5207785376,49,2.319831668,19,0.899526565,1,0.04734350342,63,2.982640715,60,2.840610205,109,5.160441873,49,2.319831668,83.8,3.967385587,97,4.592319832,6,0.2840610205,4.2,0.1988427144,35,1.65702262,,0,,0,,0,,0,,0,,0,,0,1207,57.14360863,782,37.02261967,200,9.468700684,42,1.988427144,35,1.65702262,5,0.2367175171,0,0,2,0.09468700684,0,0,109,5.160441873
713,Assane Diao,SEN,"FW,MF",Como,Serie A,18,15,14,1252,13.9,8,0.5750798722,1,0.07188498403,9,0.6469648562,4,0.2875399361,0.4,0.02875399361,4,0.2875399361,8,0.5750798722,25,1.797124601,14,1.006389776,9,10,6,8,0.5750798722,3,0.2156549521,28,2.012779553,19,1.365814696,0,0,36,2.587859425,36,2.587859425,50,3.594249201,8,0.5750798722,79.3,5.700479233,31,2.228434505,1,0.07188498403,0.6,0.04313099042,13,0.9345047923,,0,,0,,0,,0,,0,,0,,0,523,37.59584665,376,27.02875399,116,8.338658147,50,3.594249201,38,2.731629393,2,0.1437699681,0,0,0,0,0,0,41,2.947284345
714,Assane Diao,SEN,FW,Betis,La Liga,18,10,2,277,3.1,1,0.3249097473,2,0.6498194946,3,0.9747292419,0.8,0.2599277978,1.5,0.4873646209,0.8,0.2599277978,1,0.3249097473,5,1.624548736,3,0.9747292419,1,3,1,3,0.9747292419,0,0,5,1.624548736,3,0.9747292419,0,0,8,2.599277978,1,0.3249097473,9,2.924187726,8,2.599277978,74.2,24.10830325,7,2.274368231,2,0.6498194946,0.6,0.1949458484,1,0.3249097473,,0,,0,,0,,0,,0,,0,,0,122,39.63898917,63,20.46931408,27,8.772563177,15,4.873646209,2,0.6498194946,0,0,0,0,0,0,0,0,12,3.898916968
715,Habib Diarra,SEN,"MF,FW",Strasbourg,Ligue 1,20,30,27,2352,26.1,4,0.1530612245,5,0.1913265306,9,0.3443877551,3.3,0.1262755102,4.5,0.1721938776,1.8,0.06887755102,2,0.07653061224,22,0.8418367347,13,0.4974489796,6,13,3,22,0.8418367347,13,0.4974489796,35,1.339285714,46,1.760204082,3,0.1147959184,54,2.066326531,116,4.43877551,61,2.334183673,27,1.033163265,83,3.176020408,57,2.181122449,5,0.1913265306,4.3,0.1645408163,27,1.033163265,,0,,0,,0,,0,,0,,0,,0,1214,46.45408163,709,27.13010204,114,4.362244898,30,1.147959184,22,0.8418367347,6,0.2295918367,0,0,1,0.03826530612,0,0,90,3.443877551
716,Moussa Diarra,MLI,DF,Alavés,La Liga,23,26,20,1866,20.7,0,0,0,0,0,0,0,0,0.1,0.004823151125,0,0,0,0,40,1.92926045,24,1.15755627,19,18,3,15,0.7234726688,21,1.012861736,61,2.942122186,46,2.218649518,1,0.04823151125,75,3.617363344,70,3.376205788,12,0.578778135,3,0.1446945338,80.2,3.868167203,18,0.8681672026,0,0,0.4,0.0192926045,8,0.38585209,,0,,0,,0,,0,,0,,0,,0,1012,48.81028939,499,24.06752412,31,1.495176849,17,0.8199356913,15,0.7234726688,6,0.2893890675,0,0,1,0.04823151125,1,0.04823151125,76,3.665594855
717,Rúben Dias,POR,DF,Manchester City,Premier League,27,27,25,2271,25.2,0,0,0,0,0,0,1.5,0.05944517834,0.3,0.01188903567,1.5,0.05944517834,0,0,17,0.6737120211,11,0.4359313078,7,9,1,23,0.9114927345,20,0.7926023778,37,1.466314399,71,2.813738441,4,0.1585204756,56,2.219286658,160,6.340819022,43,1.704095112,5,0.1981505945,93.5,3.705416116,26,1.030383091,0,0,1.2,0.04755614267,12,0.4755614267,,0,,0,,0,,0,,0,,0,,0,2499,99.03566711,1775,70.34346103,8,0.3170409511,8,0.3170409511,1,0.03963011889,4,0.1585204756,0,0,0,0,1,0.03963011889,78,3.091149273
718,Krépin Diatta,SEN,"DF,FW",Monaco,Ligue 1,25,19,3,508,5.6,0,0,0,0,0,0,0.2,0.03543307087,0.8,0.1417322835,0.2,0.03543307087,0,0,18,3.188976378,12,2.125984252,13,2,3,5,0.8858267717,9,1.594488189,27,4.783464567,12,2.125984252,2,0.3543307087,30,5.31496063,21,3.720472441,17,3.011811024,4,0.7086614173,76.4,13.53543307,10,1.771653543,0,0,0.9,0.1594488189,6,1.062992126,,0,,0,,0,,0,,0,,0,,0,373,66.08267717,205,36.31889764,41,7.263779528,10,1.771653543,2,0.3543307087,3,0.531496063,0,0,0,0,0,0,36,6.377952756
719,Kandet Diawara,GUI,FW,Le Havre,Ligue 1,24,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.5,0,0,0,0,1,22.5,0,0,1,22.5,0,0,0,0,0,0,50,1125,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,4,90,2,45,0,0,0,0,2,45,0,0,0,0,0,0,0,0,0,0
720,Mahamadou Diawara,FRA,MF,Le Havre,Ligue 1,19,15,6,582,6.5,0,0,1,0.1546391753,1,0.1546391753,0.4,0.0618556701,0.4,0.0618556701,0.4,0.0618556701,0,0,20,3.092783505,12,1.855670103,10,8,2,13,2.010309278,13,2.010309278,33,5.103092784,11,1.701030928,1,0.1546391753,45,6.958762887,16,2.474226804,9,1.391752577,7,1.082474227,82.8,12.80412371,14,2.164948454,1,0.1546391753,0.3,0.04639175258,1,0.1546391753,,0,,0,,0,,0,,0,,0,,0,321,49.63917526,180,27.83505155,6,0.9278350515,8,1.237113402,7,1.082474227,0,0,0,0,0,0,0,0,40,6.18556701
721,Mahamadou Diawara,FRA,MF,Lyon,Ligue 1,19,2,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.625,0,0,0,1,0,2,11.25,0,0,1,5.625,0,0,0,0,3,16.875,1,5.625,1,5.625,0,0,85.7,482.0625,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,9,50.625,2,11.25,0,0,0,0,1,5.625,0,0,0,0,0,0,0,0,3,16.875
722,Brahim Díaz,MAR,"FW,MF",Real Madrid,La Liga,24,31,16,1385,15.4,4,0.2599277978,2,0.1299638989,6,0.3898916968,5.3,0.3444043321,3.3,0.2144404332,5.3,0.3444043321,4,0.2599277978,25,1.624548736,19,1.23465704,9,13,3,16,1.039711191,4,0.2599277978,29,1.884476534,2,0.1299638989,1,0.06498194946,44,2.859205776,74,4.80866426,39,2.534296029,23,1.494584838,86.8,5.640433213,56,3.63898917,2,0.1299638989,2.3,0.1494584838,19,1.23465704,,0,,0,,0,,0,,0,,0,,0,833,54.1299639,541,35.15523466,110,7.14801444,44,2.859205776,27,1.754512635,0,0,0,0,0,0,0,0,54,3.509025271
723,Daniel Díaz,ESP,MF,Real Sociedad,La Liga,18,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,9,1,0,0,1,9,0,0,1,9,0,0,0,0,2,18,0,0,0,0,0,0,33.3,299.7,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,6,54,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,Luis Díaz,COL,FW,Liverpool,Premier League,27,36,28,2399,26.7,13,0.4877032097,5,0.1875781576,18,0.6752813672,12,0.4501875782,5,0.1875781576,12,0.4501875782,13,0.4877032097,39,1.463109629,26,0.9754064193,13,20,6,19,0.7127969987,7,0.2626094206,46,1.72571905,7,0.2626094206,1,0.03751563151,64,2.401000417,110,4.126719466,108,4.051688203,56,2.100875365,84.2,3.158816173,117,4.389328887,5,0.1875781576,4.5,0.1688203418,46,1.72571905,,0,,0,,0,,0,,0,,0,,0,1184,44.41850771,780,29.26219258,293,10.99208003,55,2.063359733,49,1.838265944,2,0.07503126303,0,0,2,0.07503126303,0,0,105,3.939141309
725,Pedro Díaz,ESP,MF,Rayo Vallecano,La Liga,26,26,12,1211,13.5,3,0.2229562345,0,0,3,0.2229562345,2.4,0.1783649876,2.1,0.1560693642,1.6,0.1189099917,3,0.2229562345,23,1.709331131,15,1.114781173,7,14,2,16,1.189099917,7,0.5202312139,30,2.229562345,7,0.5202312139,1,0.07431874484,45,3.344343518,62,4.60776218,27,2.006606111,26,1.932287366,78.8,5.856317093,50,3.715937242,0,0,2.1,0.1560693642,17,1.263418662,,0,,0,,0,,0,,0,,0,,0,707,52.5433526,390,28.98431049,49,3.641618497,24,1.783649876,8,0.5945499587,2,0.1486374897,0,0,0,0,0,0,80,5.945499587
726,Tyler Dibling,ENG,"FW,MF",Southampton,Premier League,18,33,20,1874,20.8,2,0.09605122732,0,0,2,0.09605122732,2.5,0.1200640342,1.5,0.07203842049,2.5,0.1200640342,2,0.09605122732,34,1.632870864,20,0.9605122732,13,18,3,19,0.9124866596,8,0.3842049093,42,2.017075774,16,0.7684098186,1,0.04802561366,60,2.88153682,64,3.073639274,69,3.313767343,20,0.9605122732,81.3,3.904482391,56,2.689434365,0,0,1.5,0.07203842049,20,0.9605122732,,0,,0,,0,,0,,0,,0,,0,868,41.68623266,558,26.79829242,96,4.610458911,44,2.113127001,55,2.641408751,6,0.288153682,0,0,2,0.09605122732,0,0,80,3.842049093
727,Diego,ESP,FW,Leganés,La Liga,24,28,13,1195,13.3,3,0.2259414226,0,0,3,0.2259414226,3.8,0.2861924686,0.2,0.01506276151,3.8,0.2861924686,3,0.2259414226,1,0.07531380753,1,0.07531380753,0,0,1,4,0.3012552301,2,0.1506276151,3,0.2259414226,11,0.8284518828,0,0,7,0.5271966527,16,1.205020921,9,0.6778242678,6,0.4518828452,63,4.744769874,12,0.9037656904,0,0,0.2,0.01506276151,3,0.2259414226,,0,,0,,0,,0,,0,,0,,0,322,24.25104603,192,14.46025105,49,3.690376569,45,3.389121339,12,0.9037656904,2,0.1506276151,0,0,1,0.07531380753,0,0,25,1.882845188
728,Justin Diehl,GER,"FW,DF",Stuttgart,Bundesliga,19,6,0,104,1.2,1,0.8653846154,0,0,1,0.8653846154,1,0.8653846154,0.1,0.08653846154,1,0.8653846154,1,0.8653846154,1,0.8653846154,0,0,0,1,0,2,1.730769231,0,0,1,0.8653846154,0,0,0,0,3,2.596153846,5,4.326923077,5,4.326923077,1,0.8653846154,71.2,61.61538462,4,3.461538462,0,0,0.3,0.2596153846,1,0.8653846154,,0,,0,,0,,0,,0,,0,,0,84,72.69230769,55,47.59615385,20,17.30769231,2,1.730769231,3,2.596153846,0,0,0,0,0,0,0,0,8,6.923076923
729,Bamba Dieng,SEN,FW,Angers,Ligue 1,24,18,5,532,5.9,3,0.507518797,0,0,3,0.507518797,3.1,0.5244360902,0,0,2.3,0.3890977444,2,0.3383458647,4,0.6766917293,1,0.1691729323,1,2,1,2,0.3383458647,0,0,4,0.6766917293,3,0.507518797,0,0,6,1.015037594,7,1.184210526,6,1.015037594,1,0.1691729323,77.7,13.14473684,6,1.015037594,0,0,0.2,0.03383458647,3,0.507518797,,0,,0,,0,,0,,0,,0,,0,157,26.56015038,96,16.2406015,35,5.921052632,11,1.860902256,10,1.691729323,1,0.1691729323,0,0,1,0.1691729323,0,0,5,0.8458646617
730,Eric Dier,ENG,DF,Bayern Munich,Bundesliga,30,21,16,1463,16.3,2,0.1230348599,1,0.06151742994,3,0.1845522898,1.1,0.06766917293,0.1,0.006151742994,1.1,0.06766917293,2,0.1230348599,19,1.168831169,11,0.6766917293,8,9,2,19,1.168831169,20,1.230348599,39,2.399179768,77,4.736842105,1,0.06151742994,57,3.506493506,73,4.490772386,12,0.7382091593,3,0.1845522898,93.8,5.770334928,13,0.7997265892,1,0.06151742994,1.2,0.07382091593,5,0.3075871497,,0,,0,,0,,0,,0,,0,,0,1591,97.87423103,944,58.07245386,1,0.06151742994,7,0.4306220096,2,0.1230348599,1,0.06151742994,0,0,0,0,0,0,80,4.921394395
731,Lucas Digne,FRA,DF,Aston Villa,Premier League,31,32,28,2351,26.1,0,0,4,0.1531263292,4,0.1531263292,0.8,0.03062526584,4.7,0.1799234368,0.8,0.03062526584,0,0,65,2.48830285,38,1.454700128,40,16,9,23,0.880476393,25,0.9570395576,90,3.445342407,89,3.407060825,1,0.03828158231,112,4.287537218,57,2.182050191,23,0.880476393,36,1.378136963,74.9,2.867290515,66,2.526584432,4,0.1531263292,4,0.1531263292,30,1.148447469,,0,,0,,0,,0,,0,,0,,0,1527,58.45597618,683,26.14632071,142,5.435984687,17,0.6507868992,16,0.6125053169,4,0.1531263292,0,0,0,0,0,0,104,3.98128456
732,Kembo Diliwidi,FRA,DF,Lens,Ligue 1,18,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.5,0,0,0,0,66.7,1500.75,0,0,0,0,0,0,1,22.5,,0,,0,,0,,0,,0,,0,,0,4,90,1,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
733,Federico Dimarco,ITA,"DF,FW",Inter,Serie A,26,32,28,2140,23.8,4,0.1682242991,7,0.2943925234,11,0.4626168224,3.3,0.1387850467,6.1,0.2565420561,3.3,0.1387850467,4,0.1682242991,25,1.051401869,14,0.5887850467,10,12,3,24,1.009345794,14,0.5887850467,39,1.640186916,33,1.387850467,2,0.08411214953,61,2.565420561,83,3.490654206,47,1.976635514,48,2.018691589,76.3,3.208878505,96,4.037383178,7,0.2943925234,5.1,0.2144859813,40,1.682242991,,0,,0,,0,,0,,0,,0,,0,1475,62.03271028,789,33.18224299,232,9.757009346,18,0.7570093458,10,0.4205607477,3,0.1261682243,0,0,0,0,0,0,76,3.196261682
734,Stole Dimitrievski,MKD,GK,Valencia,La Liga,30,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.75,1,0.25,-1,-0.25,0,0,0,0,0,0,51.1,12.775,0,0,0,0,0,0,0,0,6,1.5,6,1.5,58.3,14.575,0,0,0,0,1,0.25,0,0,143,35.75,68,17,0,0,1,0.25,0,0,1,0.25,0,0,0,0,0,0,7,1.75
735,Junior Dina Ebimbe,FRA,"MF,FW",Eint Frankfurt,Bundesliga,23,7,3,293,3.3,0,0,1,0.3071672355,1,0.3071672355,0.9,0.2764505119,0.9,0.2764505119,0.9,0.2764505119,0,0,3,0.9215017065,2,0.614334471,1,2,0,4,1.228668942,7,2.150170648,10,3.071672355,6,1.843003413,0,0,14,4.300341297,3,0.9215017065,5,1.535836177,3,0.9215017065,63.4,19.47440273,6,1.843003413,1,0.3071672355,0.6,0.1843003413,2,0.614334471,,0,,0,,0,,0,,0,,0,,0,161,49.45392491,82,25.18771331,27,8.293515358,8,2.457337884,4,1.228668942,0,0,0,0,0,0,1,0.3071672355,11,3.37883959
736,Eren Dinkçi,GER,"MF,FW",Freiburg,Bundesliga,22,23,13,1196,13.3,0,0,3,0.2257525084,3,0.2257525084,1.1,0.08277591973,2.2,0.1655518395,1.1,0.08277591973,0,0,21,1.580267559,13,0.9782608696,8,8,5,22,1.655518395,7,0.5267558528,28,2.107023411,7,0.5267558528,0,0,50,3.762541806,35,2.633779264,33,2.483277592,23,1.730769231,75.4,5.673913043,43,3.235785953,3,0.2257525084,1.2,0.09030100334,11,0.8277591973,,0,,0,,0,,0,,0,,0,,0,552,41.53846154,269,20.24247492,71,5.342809365,31,2.33277592,12,0.9030100334,1,0.07525083612,0,0,1,0.07525083612,0,0,55,4.138795987
737,Sinaly Diomande,CIV,DF,Auxerre,Ligue 1,23,23,22,1945,21.6,3,0.1388174807,2,0.09254498715,5,0.2313624679,1.1,0.05089974293,0.6,0.02776349614,1.1,0.05089974293,3,0.1388174807,39,1.804627249,19,0.8791773779,20,18,1,37,1.712082262,30,1.388174807,69,3.192802057,100,4.627249357,2,0.09254498715,104,4.812339332,72,3.331619537,8,0.3701799486,4,0.1850899743,84.6,3.914652956,21,0.971722365,2,0.09254498715,0.3,0.01388174807,1,0.04627249357,,0,,0,,0,,0,,0,,0,,0,1223,56.59125964,698,32.29820051,8,0.3701799486,12,0.5552699229,6,0.2776349614,6,0.2776349614,0,0,0,0,1,0.04627249357,86,3.979434447
738,Yan Diomandé,CIV,"MF,FW",Leganés,La Liga,17,10,6,545,6.1,2,0.3302752294,1,0.1651376147,3,0.495412844,1.4,0.2311926606,0.9,0.1486238532,1.4,0.2311926606,2,0.3302752294,14,2.311926606,9,1.486238532,1,8,5,8,1.321100917,8,1.321100917,22,3.633027523,6,0.9908256881,0,0,30,4.95412844,16,2.642201835,37,6.110091743,14,2.311926606,83,13.70642202,37,6.110091743,1,0.1651376147,0.9,0.1486238532,7,1.155963303,,0,,0,,0,,0,,0,,0,,0,309,51.02752294,200,33.02752294,64,10.56880734,26,4.293577982,16,2.642201835,1,0.1651376147,0,0,0,0,0,0,41,6.770642202
739,Lois Diony,FRA,FW,Angers,Ligue 1,31,1,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,107.1428571,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,6,25.71428571,4,17.14285714,2,8.571428571,2,8.571428571,0,0,0,0,0,0,0,0,0,0,0,0
740,Issa Diop,FRA,DF,Fulham,Premier League,27,21,15,1339,14.9,0,0,0,0,0,0,0.5,0.03360716953,0.1,0.006721433906,0.5,0.03360716953,0,0,26,1.747572816,12,0.8065720687,18,8,0,10,0.6721433906,9,0.6049290515,35,2.352501867,72,4.839432412,2,0.1344286781,43,2.89021658,25,1.680358476,6,0.4032860344,3,0.2016430172,87.5,5.881254668,6,0.4032860344,0,0,0.1,0.006721433906,1,0.06721433906,,0,,0,,0,,0,,0,,0,,0,903,60.69454817,533,35.82524272,3,0.2016430172,9,0.6049290515,2,0.1344286781,2,0.1344286781,0,0,0,0,0,0,45,3.024645258
741,Sérigné Diop,SEN,FW,Brest,Ligue 1,19,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.5,0,0,0,1,0,1,22.5,0,0,1,22.5,0,0,0,0,2,45,0,0,0,0,0,0,100,2250,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,6,135,1,22.5,0,0,2,45,0,0,0,0,0,0,0,0,0,0,0,0
742,Sofiane Diop,FRA,"MF,FW",Nice,Ligue 1,24,28,8,1064,11.8,6,0.507518797,4,0.3383458647,10,0.8458646617,6,0.507518797,2.9,0.2453007519,6,0.507518797,6,0.507518797,23,1.945488722,16,1.353383459,16,3,4,19,1.607142857,17,1.437969925,40,3.383458647,7,0.5921052632,1,0.08458646617,58,4.906015038,64,5.413533835,26,2.19924812,24,2.030075188,77.2,6.530075188,47,3.97556391,4,0.3383458647,2.8,0.2368421053,19,1.607142857,,0,,0,,0,,0,,0,,0,,0,714,60.39473684,399,33.75,70,5.921052632,20,1.691729323,18,1.522556391,3,0.2537593985,0,0,0,0,0,0,73,6.17481203
