Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Gls/90,Ast,Ast/90,G+A,G+A/90,xG,xG/90,xAG,xAG/90,npxG,npxG/90,G-PK,G-PK/90,Tkl,Tkl/90,TklW,TklW/90,Def 3rd,Mid 3rd,Att 3rd,Blocks,Blocks/90,Int,Int/90,Tkl+Int,Tkl+Int/90,Clr,Clr/90,Err,Err/90,DefAct,DefAct/90,PrgP,PrgP/90,PrgC,PrgC/90,KP,KP/90,Cmp%,Cmp%/90,SCA,SCA/90,Ast_stats_passing,Ast_stats_passing/90,xA,xA/90,PPA,PPA/90,GA,GA/90,Saves,Saves/90,Save%,Save%/90,CS,CS/90,CS%,CS%/90,PKA,PKA/90,PKsv,PKsv/90,Touches,Touches/90,Carries,Carries/90,PrgR,PrgR/90,Mis,Mis/90,Dis,Dis/90,CrdY,CrdY/90,CrdR,CrdR/90,PKwon,PKwon/90,PKcon,PKcon/90,Recov,Recov/90
1206,Igor,BRA,DF,Brighton,Premier League,26,13,10,961,10.7,0,0,0,0,0,0,0,0,0.2,0.01873048907,0,0,0,0,5,0.4682622268,5,0.4682622268,2,2,1,24,2.247658689,4,0.3746097815,9,0.8428720083,39,3.652445369,1,0.09365244537,32,2.996878252,49,4.588969823,9,0.8428720083,2,0.1873048907,91.9,8.606659729,14,1.311134235,0,0,0.3,0.02809573361,2,0.1873048907,,0,,0,,0,,0,,0,,0,,0,816,76.42039542,530,49.63579605,1,0.09365244537,1,0.09365244537,0,0,4,0.3746097815,0,0,0,0,0,0,42,3.933402706
1207,Kelechi Iheanacho,NGA,FW,Sevilla,La Liga,27,9,5,400,4.4,0,0,0,0,0,0,1.5,0.3375,0.3,0.0675,1.5,0.3375,0,0,1,0.225,0,0,0,1,0,0,0,0,0,1,0.225,1,0.225,0,0,1,0.225,5,1.125,6,1.35,5,1.125,75,16.875,12,2.7,0,0,0.2,0.045,1,0.225,,0,,0,,0,,0,,0,,0,,0,108,24.3,60,13.5,17,3.825,10,2.25,4,0.9,0,0,0,0,0,0,0,0,7,1.575
1208,Jonathan Ikone,FRA,FW,Como,Serie A,26,13,5,540,6,2,0.3333333333,0,0,2,0.3333333333,1.8,0.3,0.2,0.03333333333,1.8,0.3,2,0.3333333333,15,2.5,9,1.5,4,3,8,5,0.8333333333,0,0,15,2.5,1,0.1666666667,1,0.1666666667,19,3.166666667,17,2.833333333,23,3.833333333,2,0.3333333333,81,13.5,14,2.333333333,0,0,0.6,0.1,7,1.166666667,,0,,0,,0,,0,,0,,0,,0,257,42.83333333,168,28,55,9.166666667,9,1.5,14,2.333333333,1,0.1666666667,0,0,0,0,0,0,18,3
1209,Jonathan Ikone,FRA,"FW,MF",Fiorentina,Serie A,26,14,1,334,3.7,0,0,0,0,0,0,0.8,0.2155688623,0.1,0.02694610778,0.8,0.2155688623,0,0,5,1.347305389,2,0.5389221557,3,2,0,3,0.8083832335,1,0.2694610778,6,1.616766467,1,0.2694610778,0,0,9,2.425149701,13,3.502994012,12,3.233532934,2,0.5389221557,84.3,22.71556886,13,3.502994012,0,0,0.4,0.1077844311,4,1.077844311,,0,,0,,0,,0,,0,,0,,0,148,39.88023952,101,27.21556886,39,10.50898204,4,1.077844311,7,1.886227545,0,0,0,0,0,0,0,0,19,5.119760479
1210,George Ilenikhena,NGA,FW,Monaco,Ligue 1,17,23,6,717,8,3,0.3765690377,2,0.2510460251,5,0.6276150628,5.1,0.640167364,1.4,0.1757322176,5.1,0.640167364,3,0.3765690377,4,0.5020920502,2,0.2510460251,0,3,1,0,0,2,0.2510460251,6,0.7531380753,0,0,0,0,6,0.7531380753,10,1.255230126,8,1.0041841,9,1.129707113,71.9,9.025104603,17,2.133891213,2,0.2510460251,0.5,0.06276150628,3,0.3765690377,,0,,0,,0,,0,,0,,0,,0,189,23.72384937,121,15.18828452,58,7.280334728,12,1.506276151,16,2.008368201,0,0,0,0,0,0,0,0,10,1.255230126
1211,Andrej Ilic,SRB,FW,Union Berlin,Bundesliga,24,16,11,937,10.4,7,0.6723585912,0,0,7,0.6723585912,4.9,0.4706510139,0.3,0.0288153682,4.1,0.393810032,6,0.5763073639,2,0.1921024546,2,0.1921024546,0,2,0,7,0.6723585912,5,0.4802561366,7,0.6723585912,6,0.5763073639,1,0.09605122732,13,1.248665955,13,1.248665955,5,0.4802561366,6,0.5763073639,57.6,5.532550694,15,1.44076841,0,0,0.2,0.01921024546,0,0,,0,,0,,0,,0,,0,,0,,0,302,29.00747065,151,14.50373533,59,5.667022412,32,3.073639274,9,0.8644610459,1,0.09605122732,0,0,0,0,0,0,16,1.536819637
1212,Ivan Ilić,SRB,MF,Torino,Serie A,23,19,9,920,10.2,1,0.09782608696,0,0,1,0.09782608696,0.9,0.08804347826,1.1,0.1076086957,0.9,0.08804347826,1,0.09782608696,5,0.4891304348,2,0.1956521739,0,4,1,0,0,5,0.4891304348,10,0.9782608696,10,0.9782608696,0,0,10,0.9782608696,45,4.402173913,24,2.347826087,9,0.8804347826,83.4,8.158695652,31,3.032608696,0,0,0.9,0.08804347826,16,1.565217391,,0,,0,,0,,0,,0,,0,,0,619,60.55434783,412,40.30434783,41,4.010869565,19,1.858695652,9,0.8804347826,4,0.3913043478,0,0,0,0,0,0,28,2.739130435
1213,Rareş Ilie,ROU,MF,Nice,Ligue 1,21,2,0,13,0.1,0,0,0,0,0,0,0,0,0.4,2.769230769,0,0,0,0,1,6.923076923,1,6.923076923,1,0,0,0,0,0,0,1,6.923076923,0,0,0,0,1,6.923076923,3,20.76923077,2,13.84615385,4,27.69230769,80,553.8461538,7,48.46153846,0,0,0.2,1.384615385,2,13.84615385,,0,,0,,0,,0,,0,,0,,0,13,90,6,41.53846154,1,6.923076923,0,0,0,0,0,0,0,0,0,0,0,0,2,13.84615385
1214,Samuel Iling-Junior,ENG,"FW,MF",Bologna,Serie A,20,7,0,118,1.3,1,0.7627118644,0,0,1,0.7627118644,0.1,0.07627118644,0.1,0.07627118644,0.1,0.07627118644,1,0.7627118644,3,2.288135593,2,1.525423729,1,1,1,1,0.7627118644,2,1.525423729,5,3.813559322,2,1.525423729,0,0,6,4.576271186,7,5.338983051,5,3.813559322,1,0.7627118644,71.3,54.38135593,7,5.338983051,0,0,0.2,0.1525423729,3,2.288135593,,0,,0,,0,,0,,0,,0,,0,110,83.89830508,64,48.81355932,27,20.59322034,3,2.288135593,1,0.7627118644,0,0,0,0,0,0,0,0,8,6.101694915
1215,Danny Ings,ENG,"FW,MF",West Ham,Premier League,32,15,1,284,3.2,1,0.3169014085,2,0.6338028169,3,0.9507042254,2.3,0.7288732394,1.3,0.411971831,2.3,0.7288732394,1,0.3169014085,4,1.267605634,2,0.6338028169,2,2,0,5,1.584507042,1,0.3169014085,5,1.584507042,4,1.267605634,0,0,10,3.169014085,5,1.584507042,6,1.901408451,6,1.901408451,68.5,21.70774648,12,3.802816901,2,0.6338028169,0.1,0.03169014085,1,0.3169014085,,0,,0,,0,,0,,0,,0,,0,139,44.04929577,63,19.96478873,29,9.190140845,6,1.901408451,6,1.901408451,0,0,0,0,1,0.3169014085,0,0,9,2.852112676
1216,Alessio Iovine,ITA,"DF,FW",Como,Serie A,33,10,3,387,4.3,0,0,0,0,0,0,0,0,0.2,0.04651162791,0,0,0,0,5,1.162790698,2,0.4651162791,2,3,0,7,1.627906977,3,0.6976744186,8,1.860465116,21,4.88372093,1,0.2325581395,14,3.255813953,6,1.395348837,9,2.093023256,3,0.6976744186,75.2,17.48837209,5,1.162790698,0,0,0.2,0.04651162791,3,0.6976744186,,0,,0,,0,,0,,0,,0,,0,266,61.86046512,120,27.90697674,8,1.860465116,1,0.2325581395,0,0,2,0.4651162791,0,0,0,0,0,0,16,3.720930233
1217,Tim Iroegbunam,ENG,MF,Everton,Premier League,21,18,5,574,6.4,0,0,1,0.1567944251,1,0.1567944251,0.2,0.03135888502,0.2,0.03135888502,0.2,0.03135888502,0,0,29,4.547038328,14,2.195121951,14,10,5,18,2.822299652,16,2.508710801,45,7.055749129,12,1.881533101,1,0.1567944251,62,9.721254355,15,2.351916376,8,1.254355401,3,0.4703832753,72.8,11.41463415,10,1.567944251,1,0.1567944251,0.1,0.01567944251,1,0.1567944251,,0,,0,,0,,0,,0,,0,,0,269,42.17770035,127,19.91289199,9,1.411149826,11,1.724738676,18,2.822299652,4,0.6271777003,0,0,0,0,0,0,51,7.996515679
1218,Jackson Irvine,AUS,MF,St. Pauli,Bundesliga,31,29,29,2610,29,0,0,6,0.2068965517,6,0.2068965517,3.2,0.1103448276,3.9,0.1344827586,3,0.1034482759,0,0,56,1.931034483,28,0.9655172414,24,26,6,27,0.9310344828,36,1.24137931,92,3.172413793,63,2.172413793,2,0.06896551724,117,4.034482759,117,4.034482759,19,0.6551724138,32,1.103448276,70.6,2.434482759,56,1.931034483,6,0.2068965517,2.5,0.08620689655,12,0.4137931034,,0,,0,,0,,0,,0,,0,,0,1286,44.34482759,464,16,58,2,42,1.448275862,13,0.4482758621,2,0.06896551724,0,0,0,0,1,0.03448275862,125,4.310344828
1219,Andy Irving,SCO,MF,West Ham,Premier League,24,10,1,166,1.8,0,0,0,0,0,0,0.1,0.05421686747,0.2,0.1084337349,0.1,0.05421686747,0,0,7,3.795180723,4,2.168674699,3,3,1,5,2.710843373,1,0.5421686747,8,4.337349398,5,2.710843373,0,0,13,7.048192771,9,4.879518072,0,0,1,0.5421686747,87.9,47.65662651,5,2.710843373,0,0,0.1,0.05421686747,1,0.5421686747,,0,,0,,0,,0,,0,,0,,0,150,81.3253012,73,39.57831325,4,2.168674699,1,0.5421686747,3,1.626506024,2,1.084337349,0,0,0,0,0,0,10,5.421686747
1220,Alexander Isak,SWE,FW,Newcastle Utd,Premier League,24,34,34,2756,30.6,23,0.7510885341,6,0.1959361393,29,0.9470246734,20.3,0.6629172714,4.3,0.1404208999,17.2,0.5616835994,19,0.6204644412,12,0.3918722787,5,0.1632801161,2,3,7,18,0.587808418,3,0.09796806967,15,0.4898403483,17,0.5551523948,1,0.03265602322,32,1.044992743,88,2.873730044,83,2.710449927,41,1.338896952,75.3,2.458998549,92,3.004354136,6,0.1959361393,3.6,0.1175616836,31,1.01233672,,0,,0,,0,,0,,0,,0,,0,1025,33.4724238,615,20.08345428,217,7.086357039,66,2.155297533,55,1.796081277,1,0.03265602322,0,0,1,0.03265602322,0,0,55,1.796081277
1221,Gustav Isaksen,DEN,FW,Lazio,Serie A,23,37,29,2210,24.6,4,0.1628959276,2,0.0814479638,6,0.2443438914,5.2,0.2117647059,2.1,0.08552036199,5.2,0.2117647059,4,0.1628959276,16,0.6515837104,9,0.3665158371,7,8,1,22,0.8959276018,10,0.407239819,26,1.058823529,21,0.8552036199,1,0.0407239819,47,1.914027149,46,1.873303167,95,3.868778281,35,1.425339367,76.6,3.119457014,93,3.787330317,2,0.0814479638,2.8,0.1140271493,24,0.9773755656,,0,,0,,0,,0,,0,,0,,0,1084,44.14479638,698,28.42533937,249,10.14027149,46,1.873303167,31,1.262443439,5,0.2036199095,0,0,1,0.0407239819,0,0,68,2.769230769
1222,Isco,ESP,MF,Betis,La Liga,32,22,17,1547,17.2,9,0.523594053,8,0.465416936,17,0.989010989,8.6,0.5003232062,4.4,0.2559793148,3.9,0.2268907563,4,0.232708468,20,1.16354234,13,0.756302521,3,13,4,10,0.58177117,11,0.639948287,31,1.803490627,7,0.407239819,0,0,41,2.385261797,152,8.842921784,38,2.210730446,61,3.548804137,81.6,4.747252747,111,6.457659987,8,0.465416936,3.9,0.2268907563,31,1.803490627,,0,,0,,0,,0,,0,,0,,0,1381,80.34259858,893,51.95216548,112,6.515837104,54,3.141564318,27,1.570782159,5,0.290885585,0,0,0,0,0,0,71,4.130575307
1223,Ismaily,BRA,DF,Lille,Ligue 1,34,16,10,904,10,0,0,1,0.09955752212,1,0.09955752212,0.7,0.06969026549,1,0.09955752212,0.7,0.06969026549,0,0,33,3.28539823,17,1.692477876,17,12,4,15,1.493362832,13,1.294247788,46,4.579646018,49,4.878318584,0,0,61,6.07300885,54,5.376106195,15,1.493362832,5,0.4977876106,87.3,8.691371681,24,2.389380531,1,0.09955752212,1.3,0.1294247788,9,0.8960176991,,0,,0,,0,,0,,0,,0,,0,778,77.45575221,384,38.2300885,51,5.077433628,13,1.294247788,10,0.9955752212,4,0.3982300885,0,0,0,0,0,0,46,4.579646018
1224,Ardian Ismajli,ALB,DF,Empoli,Serie A,27,29,29,2508,27.9,0,0,0,0,0,0,0.3,0.01076555024,0,0,0.3,0.01076555024,0,0,30,1.076555024,23,0.8253588517,21,9,0,35,1.255980861,56,2.009569378,86,3.086124402,249,8.935406699,3,0.1076555024,118,4.234449761,38,1.363636364,3,0.1076555024,2,0.07177033493,86.8,3.114832536,8,0.2870813397,0,0,0.1,0.003588516746,0,0,,0,,0,,0,,0,,0,,0,,0,1410,50.59808612,592,21.24401914,1,0.03588516746,8,0.2870813397,3,0.1076555024,3,0.1076555024,0,0,0,0,0,0,83,2.9784689
1225,Yanis Issoufou,FRA,"MF,FW",Montpellier,Ligue 1,17,4,1,77,0.9,0,0,0,0,0,0,0.1,0.1168831169,0,0,0.1,0.1168831169,0,0,6,7.012987013,4,4.675324675,4,1,1,1,1.168831169,0,0,6,7.012987013,1,1.168831169,0,0,7,8.181818182,2,2.337662338,3,3.506493506,0,0,50,58.44155844,0,0,0,0,0,0,1,1.168831169,,0,,0,,0,,0,,0,,0,,0,28,32.72727273,16,18.7012987,2,2.337662338,1,1.168831169,0,0,0,0,0,0,0,0,0,0,3,3.506493506
1226,Ko Itakura,JPN,DF,Gladbach,Bundesliga,27,31,31,2790,31,3,0.09677419355,0,0,3,0.09677419355,1.6,0.05161290323,0.8,0.02580645161,1.6,0.05161290323,3,0.09677419355,40,1.290322581,29,0.935483871,23,16,1,41,1.322580645,28,0.9032258065,68,2.193548387,171,5.516129032,0,0,109,3.516129032,69,2.225806452,23,0.7419354839,7,0.2258064516,89,2.870967742,25,0.8064516129,0,0,1.5,0.04838709677,8,0.2580645161,,0,,0,,0,,0,,0,,0,,0,2170,70,1326,42.77419355,5,0.1612903226,9,0.2903225806,8,0.2580645161,5,0.1612903226,0,0,0,0,1,0.03225806452,95,3.064516129
1227,Hiroki Ito,JPN,DF,Bayern Munich,Bundesliga,25,6,3,250,2.8,1,0.36,0,0,1,0.36,0.4,0.144,0.4,0.144,0.4,0.144,1,0.36,2,0.72,0,0,1,1,0,3,1.08,6,2.16,8,2.88,15,5.4,1,0.36,10,3.6,18,6.48,3,1.08,3,1.08,86.7,31.212,5,1.8,0,0,0.6,0.216,3,1.08,,0,,0,,0,,0,,0,,0,,0,245,88.2,126,45.36,6,2.16,3,1.08,1,0.36,1,0.36,0,0,0,0,0,0,13,4.68
1228,Junya Ito,JPN,"FW,MF",Reims,Ligue 1,31,33,31,2690,29.9,4,0.1338289963,3,0.1003717472,7,0.2342007435,4.6,0.1539033457,7.1,0.2375464684,4.6,0.1539033457,4,0.1338289963,45,1.505576208,30,1.003717472,19,16,10,33,1.104089219,13,0.4349442379,58,1.940520446,15,0.5018587361,2,0.06691449814,89,2.977695167,133,4.449814126,100,3.345724907,82,2.743494424,66.8,2.234944238,129,4.31598513,3,0.1003717472,9.1,0.3044609665,67,2.241635688,,0,,0,,0,,0,,0,,0,,0,1533,51.28996283,837,28.00371747,256,8.565055762,85,2.843866171,39,1.304832714,1,0.03345724907,0,0,0,0,0,0,135,4.516728625
1229,Diego Iturralde,ESP,FW,Sevilla,La Liga,21,1,1,37,0.4,0,0,0,0,0,0,0.1,0.2432432432,0,0,0.1,0.2432432432,0,0,0,0,0,0,0,0,0,0,0,1,2.432432432,1,2.432432432,1,2.432432432,0,0,1,2.432432432,0,0,0,0,0,0,71.4,173.6756757,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,16,38.91891892,9,21.89189189,1,2.432432432,2,4.864864865,0,0,0,0,0,0,0,0,0,0,1,2.432432432
1230,Marko Ivezić,SRB,DF,Holstein Kiel,Bundesliga,22,23,18,1657,18.4,0,0,0,0,0,0,0.6,0.03258901629,0.2,0.01086300543,0.6,0.03258901629,0,0,29,1.575135788,19,1.031985516,20,6,3,25,1.357875679,27,1.466505733,56,3.041641521,103,5.594447797,2,0.1086300543,79,4.290887145,40,2.172601086,3,0.1629450815,4,0.2172601086,86,4.671092336,12,0.6517803259,0,0,0.3,0.01629450815,2,0.1086300543,,0,,0,,0,,0,,0,,0,,0,1176,63.87447194,596,32.37175619,9,0.4888352444,17,0.9233554617,7,0.3802051901,5,0.2715751358,0,0,0,0,0,0,71,3.856366928
1231,Alex Iwobi,NGA,"FW,MF",Fulham,Premier League,28,38,35,2981,33.1,9,0.271720899,6,0.181147266,15,0.452868165,4.7,0.1418986917,7,0.211338477,4.7,0.1418986917,9,0.271720899,44,1.328413284,25,0.7547802751,14,21,9,26,0.7849714861,14,0.422676954,58,1.751090238,29,0.8755451191,1,0.030191211,83,2.505870513,213,6.430727944,144,4.347534384,59,1.781281449,75.1,2.267359946,122,3.683327742,6,0.181147266,7,0.211338477,86,2.596444146,,0,,0,,0,,0,,0,,0,,0,1861,56.18584368,1312,39.61086884,246,7.427037907,62,1.871855082,40,1.20764844,1,0.030191211,0,0,0,0,0,0,140,4.22676954
1232,Armando Izzo,ITA,DF,Monza,Serie A,32,30,28,2435,27.1,1,0.03696098563,1,0.03696098563,2,0.07392197125,0.4,0.01478439425,0.8,0.0295687885,0.4,0.01478439425,1,0.03696098563,40,1.478439425,15,0.5544147844,30,9,1,38,1.404517454,45,1.663244353,85,3.141683778,101,3.733059548,0,0,123,4.546201232,72,2.661190965,12,0.4435318275,11,0.4065708419,87.9,3.248870637,20,0.7392197125,1,0.03696098563,0.3,0.01108829569,6,0.2217659138,,0,,0,,0,,0,,0,,0,,0,1768,65.34702259,1009,37.2936345,12,0.4435318275,21,0.7761806982,6,0.2217659138,12,0.4435318275,0,0,0,0,0,0,90,3.326488706
1233,Fellipe Jack,BRA,DF,Como,Serie A,18,7,1,171,1.9,0,0,0,0,0,0,0,0,0.1,0.05263157895,0,0,0,0,9,4.736842105,4,2.105263158,8,1,0,2,1.052631579,4,2.105263158,13,6.842105263,5,2.631578947,0,0,15,7.894736842,8,4.210526316,2,1.052631579,1,0.5263157895,78.6,41.36842105,2,1.052631579,0,0,0,0,1,0.5263157895,,0,,0,,0,,0,,0,,0,,0,127,66.84210526,62,32.63157895,1,0.5263157895,5,2.631578947,0,0,2,1.052631579,0,0,0,0,0,0,4,2.105263158
1234,Nicolas Jackson,SEN,FW,Chelsea,Premier League,23,30,28,2220,24.7,10,0.4054054054,5,0.2027027027,15,0.6081081081,12.3,0.4986486486,4.3,0.1743243243,12.3,0.4986486486,10,0.4054054054,22,0.8918918919,13,0.527027027,6,7,9,15,0.6081081081,3,0.1216216216,25,1.013513514,15,0.6081081081,0,0,40,1.621621622,38,1.540540541,47,1.905405405,28,1.135135135,75.9,3.077027027,69,2.797297297,5,0.2027027027,1.9,0.07702702703,10,0.4054054054,,0,,0,,0,,0,,0,,0,,0,687,27.85135135,417,16.90540541,129,5.22972973,71,2.878378378,41,1.662162162,7,0.2837837838,1,0.04054054054,0,0,0,0,48,1.945945946
1235,Jérémy Jacquet,FRA,DF,Rennes,Ligue 1,19,11,11,927,10.3,0,0,1,0.09708737864,1,0.09708737864,0.8,0.07766990291,0.8,0.07766990291,0.8,0.07766990291,0,0,26,2.524271845,17,1.650485437,11,8,7,9,0.8737864078,27,2.621359223,53,5.145631068,45,4.368932039,1,0.09708737864,61,5.922330097,40,3.883495146,8,0.7766990291,4,0.3883495146,83.5,8.106796117,9,0.8737864078,1,0.09708737864,0.7,0.06796116505,1,0.09708737864,,0,,0,,0,,0,,0,,0,,0,627,60.87378641,353,34.27184466,4,0.3883495146,6,0.5825242718,3,0.2912621359,0,0,0,0,0,0,0,0,41,3.980582524
1236,Lee Jae-sung,KOR,MF,Mainz 05,Bundesliga,31,33,31,2650,29.4,7,0.2377358491,6,0.2037735849,13,0.441509434,5.3,0.18,5,0.1698113208,5.3,0.18,7,0.2377358491,42,1.426415094,21,0.7132075472,16,19,7,39,1.324528302,35,1.188679245,77,2.61509434,38,1.290566038,0,0,116,3.939622642,105,3.566037736,28,0.9509433962,34,1.154716981,77.5,2.632075472,73,2.479245283,6,0.2037735849,4.7,0.1596226415,22,0.7471698113,,0,,0,,0,,0,,0,,0,,0,1385,47.03773585,699,23.73962264,165,5.603773585,73,2.479245283,27,0.9169811321,4,0.1358490566,0,0,2,0.0679245283,1,0.03396226415,119,4.041509434
1237,Ivan Jaime Pajuelo,ESP,MF,Valencia,La Liga,23,9,2,297,3.3,0,0,0,0,0,0,0.6,0.1818181818,0.3,0.09090909091,0.6,0.1818181818,0,0,8,2.424242424,5,1.515151515,2,3,3,2,0.6060606061,2,0.6060606061,10,3.03030303,0,0,0,0,12,3.636363636,15,4.545454545,8,2.424242424,4,1.212121212,75.5,22.87878788,12,3.636363636,0,0,0.3,0.09090909091,8,2.424242424,,0,,0,,0,,0,,0,,0,,0,149,45.15151515,100,30.3030303,14,4.242424242,13,3.939393939,7,2.121212121,0,0,0,0,0,0,0,0,19,5.757575758
1238,Kristijan Jakić,CRO,MF,Augsburg,Bundesliga,27,31,27,2306,25.6,0,0,1,0.03902862099,1,0.03902862099,0.8,0.03122289679,1.2,0.04683434519,0.8,0.03122289679,0,0,46,1.795316565,23,0.8976582827,20,19,7,42,1.639202082,28,1.092801388,74,2.888117953,50,1.951431049,1,0.03902862099,115,4.488291414,106,4.137033825,24,0.9366869037,16,0.6244579358,82.9,3.23547268,42,1.639202082,1,0.03902862099,1.8,0.07025151778,11,0.4293148309,,0,,0,,0,,0,,0,,0,,0,1361,53.11795317,703,27.43712056,49,1.912402428,39,1.522116219,21,0.8196010408,2,0.07805724198,0,0,0,0,0,0,133,5.190806592
1239,Karl Jakob Hein,EST,GK,Valladolid,La Liga,22,31,31,2790,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.6129032258,2,0.06451612903,-2,-0.06451612903,0,0,0,0,0,0,73.4,2.367741935,4,0.1290322581,0,0,0.1,0.003225806452,0,0,68,2.193548387,96,3.096774194,60.7,1.958064516,5,0.1612903226,16.1,0.5193548387,4,0.1290322581,0,0,1254,40.4516129,643,20.74193548,0,0,3,0.09677419355,0,0,0,0,0,0,0,0,0,0,43,1.387096774
1240,Ismail Jakobs,SEN,DF,Monaco,Ligue 1,24,2,2,180,2,0,0,0,0,0,0,0,0,0.2,0.1,0,0,0,0,5,2.5,5,2.5,3,0,2,0,0,2,1,7,3.5,6,3,0,0,7,3.5,6,3,9,4.5,4,2,81,40.5,8,4,0,0,0.2,0.1,5,2.5,,0,,0,,0,,0,,0,,0,,0,121,60.5,67,33.5,17,8.5,0,0,0,0,0,0,0,0,0,0,0,0,5,2.5
1241,Jordan James,WAL,MF,Rennes,Ligue 1,20,23,14,1178,13.1,0,0,1,0.07640067912,1,0.07640067912,0.9,0.06876061121,1.9,0.1451612903,0.9,0.06876061121,0,0,30,2.292020374,19,1.451612903,8,18,4,14,1.069609508,14,1.069609508,44,3.361629881,17,1.298811545,1,0.07640067912,57,4.35483871,67,5.118845501,21,1.604414261,24,1.833616299,84.1,6.425297114,44,3.361629881,1,0.07640067912,1.7,0.1298811545,12,0.9168081494,,0,,0,,0,,0,,0,,0,,0,704,53.7860781,336,25.67062818,15,1.146010187,13,0.9932088285,11,0.8404074703,4,0.3056027165,0,0,0,0,0,0,54,4.125636672
1242,Reece James,ENG,"DF,MF",Chelsea,Premier League,24,19,12,1063,11.8,1,0.08466603951,1,0.08466603951,2,0.169332079,0.4,0.0338664158,0.7,0.05926622766,0.4,0.0338664158,1,0.08466603951,10,0.8466603951,9,0.7619943556,6,3,1,14,1.185324553,13,1.100658514,23,1.947318909,23,1.947318909,4,0.338664158,33,2.793979304,64,5.418626529,7,0.5926622766,11,0.9313264346,84,7.111947319,18,1.523988711,1,0.08466603951,1.2,0.1015992474,5,0.4233301976,,0,,0,,0,,0,,0,,0,,0,952,80.60206961,486,41.1476952,12,1.015992474,7,0.5926622766,9,0.7619943556,1,0.08466603951,0,0,0,0,0,0,66,5.587958608
1243,Vitaly Janelt,GER,MF,Brentford,Premier League,26,32,27,2254,25,1,0.03992901508,3,0.1197870453,4,0.1597160603,0.8,0.03194321207,2.2,0.08784383319,0.8,0.03194321207,1,0.03992901508,38,1.517302573,22,0.8784383319,14,13,11,33,1.317657498,27,1.078083407,65,2.59538598,53,2.116237799,1,0.03992901508,97,3.873114463,80,3.194321207,17,0.6787932564,14,0.5590062112,82.5,3.294143744,32,1.277728483,3,0.1197870453,2.4,0.0958296362,23,0.9183673469,,0,,0,,0,,0,,0,,0,,0,1289,51.46850044,651,25.99378882,38,1.517302573,16,0.6388642413,10,0.3992901508,3,0.1197870453,0,0,0,0,0,0,107,4.272404614
1244,Adnan Januzaj,BEL,"MF,FW",Las Palmas,La Liga,29,18,5,598,6.6,2,0.3010033445,1,0.1505016722,3,0.4515050167,0.8,0.1204013378,1.1,0.1655518395,0.8,0.1204013378,2,0.3010033445,10,1.505016722,6,0.9030100334,1,6,3,6,0.9030100334,2,0.3010033445,12,1.806020067,3,0.4515050167,0,0,18,2.7090301,41,6.170568562,24,3.612040134,17,2.558528428,69.1,10.39966555,37,5.568561873,1,0.1505016722,1.6,0.2408026756,14,2.107023411,,0,,0,,0,,0,,0,,0,,0,459,69.08026756,262,39.43143813,58,8.72909699,31,4.665551839,9,1.35451505,5,0.7525083612,0,0,0,0,0,0,30,4.515050167
1245,Luca Jaquez,SUI,DF,Stuttgart,Bundesliga,21,5,2,253,2.8,0,0,0,0,0,0,0.2,0.07114624506,0,0,0.2,0.07114624506,0,0,3,1.067193676,0,0,3,0,0,2,0.7114624506,3,1.067193676,6,2.134387352,4,1.422924901,0,0,8,2.845849802,18,6.403162055,5,1.778656126,0,0,91.5,32.54940711,5,1.778656126,0,0,0.1,0.03557312253,1,0.3557312253,,0,,0,,0,,0,,0,,0,,0,227,80.75098814,166,59.0513834,0,0,1,0.3557312253,0,0,0,0,0,0,0,0,0,0,11,3.913043478
1246,Vitezslav Jaros,CZE,GK,Liverpool,Premier League,23,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,562.5,0,0,0,0,0,0,0,0,0,0,1,7.5,100,750,1,7.5,,0,0,0,0,0,8,60,7,52.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1247,Ali Jasim,IRQ,"FW,DF",Como,Serie A,20,2,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0,0,0,0,1,9,0,0,0,0,1,9,1,9,1,9,0,0,77.8,700.2,1,9,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,11,99,7,63,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,9
